ENSMBL_geneID	Uniprot_proteinID	NCBI_refeT2T_geneID
Vitvi08g01935	D7THU3	VIT_08s0007g08790
Vitvi08g01936	F6HKV2	VIT_08s0007g08800
Vitvi08g01940	F6HKU9	VIT_08s0007g08840
Vitvi08g01943	D7THT6	VIT_08s0007g08860
Vitvi08g01944	F6HKU4	VIT_08s0007g08920
Vitvi08g01945	D7THT2	VIT_08s0007g08930
Vitvi08g01946	D7THT1	VIT_08s0007g08940
Vitvi08g01947	F6HKU3	VIT_08s0007g08950
Vitvi08g01949	A5B8H8	VIT_08s0007g08970
Vitvi08g01950	D7THS5	VIT_08s0007g09000
Vitvi08g01951	D7THS4	VIT_08s0007g09010
Vitvi08g01952	D7THS3	VIT_08s0007g09020
Vitvi08g01953	F6HKR8	VIT_08s0007g09040
Vitvi08g01955	E2JF17	VIT_00s0252g00130
Vitvi08g01957	D7TSB3	VIT_00s0252g00120
Vitvi08g01958	F6HS75	VIT_00s0252g00070
Vitvi08g01959	F6HS74	VIT_00s0252g00060
Vitvi08g01960	F6HS73	VIT_00s0252g00050
Vitvi08g01962	D7TSA7	VIT_00s0252g00040
Vitvi08g01963	F6HS72	VIT_00s0252g00020
Vitvi08g01964	D7TSA5	VIT_00s0252g00010
Vitvi08g01965	D7TI77	VIT_08s0007g07250
Vitvi08g01966	A5B053	VIT_08s0007g08150
Vitvi08g01969	D7SQU7	VIT_08s0058g00310
Vitvi08g01970	F6HMQ8	VIT_08s0056g00140
Vitvi08g01971	C5DB53	VIT_08s0056g00160
Vitvi08g01973	D7TKX3	VIT_08s0056g00260
Vitvi08g01974	F6HMR8	VIT_08s0056g00300
Vitvi08g01983	F6HMT6	VIT_08s0056g00560
Vitvi08g01987	F6HMU3	VIT_08s0056g00690
Vitvi08g01988	F6HMU9	VIT_08s0056g00750
Vitvi08g01990	F6HMV8	VIT_08s0056g00880
Vitvi08g01993	F6HMX5	VIT_08s0056g01240
Vitvi08g01995	F6HMM3	VIT_08s0056g01350
Vitvi08g01999	F6HMM9	VIT_08s0056g01450
Vitvi08g02000	F6HMN1	VIT_08s0056g01480
Vitvi08g02003	F6I3L2	VIT_08s0032g00080
Vitvi08g02004	F6I3L4	VIT_08s0032g00120
Vitvi08g02006	F6I3L5	VIT_08s0032g00140
Vitvi08g02007	D7U8I9	VIT_08s0032g00150
Vitvi08g02008	F6I3L6	VIT_08s0032g00190
Vitvi08g02016	F6I3M6	VIT_08s0032g00390
Vitvi08g02017	F6I3M7	VIT_08s0032g00400
Vitvi08g02021	F6I3N4	VIT_08s0032g00560
Vitvi08g02028	F6HEW2	VIT_01s0011g03650
Vitvi08g02035		
Vitvi08g02036	D7U8Q6	VIT_08s0032g00960
Vitvi08g02039	A5AFH3	VIT_08s0032g01020
Vitvi08g02051	F6H6S4	VIT_08s0105g00180
Vitvi08g02055	F6H6T5	VIT_08s0105g00390
Vitvi08g02056	D7SY19	VIT_08s0105g00420
Vitvi08g02060	F6GXV5	VIT_08s0058g00090
Vitvi08g02065	F6GXV5	VIT_08s0058g00090
Vitvi08g02066	F6GXV5	VIT_08s0058g00090
Vitvi08g02067	F6GXV4	VIT_08s0058g00100
Vitvi08g02068	F6GXV5	VIT_08s0058g00090
Vitvi08g02069	F6GXV7	VIT_08s0058g00040
Vitvi08g02071	D7TJM1	VIT_10s0003g01370
Vitvi08g02074	D7SQU5	VIT_08s0058g00330
Vitvi08g02076	D7SQT9	VIT_08s0058g00400
Vitvi08g02080	F6GXS7	VIT_08s0058g00660
Vitvi08g02084	F6GXS3	VIT_08s0058g00740
Vitvi08g02086	F6GXZ2	VIT_08s0058g00870
Vitvi08g02087	D7SR28	VIT_08s0058g00890
Vitvi08g02089	F6GXY5	VIT_08s0058g01010
Vitvi08g02094	F6GXX2	VIT_08s0058g01240
Vitvi08g02095	D7SQZ3	VIT_08s0058g01280
Vitvi08g02097	D7SQX7	VIT_08s0058g01450
Vitvi08g02099	D7TQ77	VIT_08s0040g00100
Vitvi08g02100	F6H1X9	VIT_19s0014g01630
Vitvi08g02101	D7TQ69	VIT_08s0040g00210
Vitvi08g02102	D7TQ61	VIT_08s0040g00290
Vitvi08g02103	F6HQS9	VIT_08s0040g00300
Vitvi08g02106	D7TQ50	VIT_08s0040g00430
Vitvi08g02107	D7TQ49	VIT_08s0040g00440
Vitvi08g02109	D7TQ32	VIT_08s0040g00630
Vitvi08g02112	F6HQQ5	VIT_08s0040g00690
Vitvi08g02113	D7TQV9	VIT_08s0040g00750
Vitvi08g02126	D7TQS6	VIT_08s0040g01110
Vitvi08g02128	D7TQS5	VIT_08s0040g01130
Vitvi08g02129		
Vitvi08g02131	F6HR63	VIT_08s0040g01200
Vitvi08g02133	F6HR52	VIT_08s0040g01390
Vitvi08g02134	F6GWA1	VIT_06s0061g00390
Vitvi08g02135	D7TQQ0	VIT_08s0040g01430
Vitvi08g02136	D7TQP7	VIT_08s0040g01460
Vitvi08g02137	D7TQP4	VIT_08s0040g01490
Vitvi08g02139	F6HP53	VIT_16s0100g00710
Vitvi08g02140	D7TQN4	VIT_08s0040g01640
Vitvi08g02143	F6HR26	VIT_08s0040g01820
Vitvi08g02145	F6HR25	VIT_08s0040g01850
Vitvi08g02147	F6HR17	VIT_08s0040g01970
Vitvi08g02148	F6HR16	VIT_08s0040g01980
Vitvi08g02149	F6HR15	VIT_08s0040g01990
Vitvi08g02150	F6HR15	VIT_08s0040g01990
Vitvi08g02154	F6HR15	VIT_08s0040g01990
Vitvi08g02155	F6HR14	VIT_08s0040g02010
Vitvi08g02156	F6HR15	VIT_08s0040g01990
Vitvi08g02157	F6HR16	VIT_08s0040g01980
Vitvi08g02158	D7TQJ8	VIT_08s0040g02020
Vitvi08g02159	F6HR13	VIT_08s0040g02030
Vitvi08g02160	F6HR16	VIT_08s0040g01980
Vitvi08g02161	D7TQI4	VIT_08s0040g02220
Vitvi08g02162	F6HR05	VIT_08s0040g02250
Vitvi08g02163	D7TQH9	VIT_08s0040g02310
Vitvi08g02164	D7TQH0	VIT_08s0040g02410
Vitvi08g02166	D7TQF4	VIT_08s0040g02600
Vitvi08g02167	D7TQF4	VIT_08s0040g02600
Vitvi08g02168	F6HQY3	VIT_08s0040g02610
Vitvi08g02169	D7TQF0	VIT_08s0040g02650
Vitvi08g02170	A5BCY7	VIT_08s0040g02660
Vitvi08g02172	D7TQE6	VIT_08s0040g02690
Vitvi08g02176	F6HQW3	VIT_08s0040g02960
Vitvi08g02177	F6HQW0	VIT_08s0040g02990
Vitvi08g02180	D7TQA4	VIT_08s0040g03160
Vitvi08g02184	F6HQU3	VIT_08s0040g03390
Vitvi08g02185	F6HLG5	VIT_08s0007g00050
Vitvi08g02186	D7THR4	VIT_08s0007g00070
Vitvi08g02188	F6HLD9	VIT_08s0007g00110
Vitvi08g02189	F6HLD8	VIT_08s0007g00130
Vitvi08g02190	F6HLD3	VIT_08s0007g00190
Vitvi08g02191	D7THQ0	VIT_08s0007g00210
Vitvi08g02192	F6H267	VIT_19s0014g03170
Vitvi08g02195	D7THN9	VIT_08s0007g00350
Vitvi08g02196	F6HLC5	VIT_08s0007g00360
Vitvi08g02198	D7THL8	VIT_08s0007g00610
Vitvi08g02200	D7THL5	VIT_08s0007g00650
Vitvi08g02201	F6HL89	VIT_08s0007g00670
Vitvi08g02202	D7THK2	VIT_08s0007g00790
Vitvi08g02204	F6HL76	VIT_08s0007g00910
Vitvi08g02205	D7THI9	VIT_08s0007g00930
Vitvi08g02206	F6HL75	VIT_08s0007g00950
Vitvi08g02209	F6HL42	VIT_08s0007g01030
Vitvi08g02210	F6HL41	VIT_08s0007g01040
Vitvi08g02214	F6HL34	VIT_08s0007g01160
Vitvi08g02216	F6HL32	VIT_08s0007g01180
Vitvi08g02217	F6HL31	VIT_08s0007g01190
Vitvi08g02218	F6HL30	VIT_08s0007g01200
Vitvi08g02220	F6HL29	VIT_08s0007g01230
Vitvi08g02222	D7THG2	VIT_08s0007g01270
Vitvi08g02223		
Vitvi08g02226	F6HL16	VIT_08s0007g01410
Vitvi08g02228	F6HL15	VIT_08s0007g01420
Vitvi08g02230	F6GUW2	VIT_06s0004g05760
Vitvi08g02232	F6HKY1	VIT_08s0007g01630
Vitvi08g02233	F6HKY0	VIT_08s0007g01640
Vitvi08g02235	A5C5R3	VIT_08s0007g01950
Vitvi08g02236	D7THA2	VIT_08s0007g01970
Vitvi08g02238	F6HKT4	VIT_08s0007g02020
Vitvi08g02239	F6HKT2	VIT_08s0007g02050
Vitvi08g02241	D7TH92	VIT_08s0007g02080
Vitvi08g02243	D7TH91	VIT_08s0007g02090
Vitvi08g02244	A5BH86	VIT_08s0007g02200
Vitvi08g02245	F6HKS5	VIT_08s0007g02240
Vitvi08g02246	D7TH64	VIT_08s0007g02370
Vitvi08g02249	F6HKR2	VIT_08s0007g02450
Vitvi08g02251	D7TH51	VIT_08s0007g02530
Vitvi08g02252	F6HKQ4	VIT_08s0007g02590
Vitvi08g02253	F6HKQ1	VIT_08s0007g02630
Vitvi08g02254	F6HKQ0	VIT_08s0007g02640
Vitvi08g02257	D7TJB4	VIT_08s0007g02860
Vitvi08g02258	F6HKN1	VIT_08s0007g02970
Vitvi08g02259	D7TJA0	VIT_08s0007g02990
Vitvi08g02260	D7TJA0	VIT_08s0007g02990
Vitvi08g02261	F6HKN0	VIT_08s0007g03040
Vitvi08g02262	F6HKM7	VIT_08s0007g03070
Vitvi08g02264	F6HKL5	VIT_08s0007g03260
Vitvi08g02265	F6HKL1	VIT_08s0007g03310
Vitvi08g02266	D7TJ56	VIT_08s0007g03480
Vitvi08g02267	F6HKK2	VIT_08s0007g03490
Vitvi08g02270	F6HKJ8	VIT_08s0007g03530
Vitvi08g02271	D7TJ45	VIT_08s0007g03620
Vitvi08g02272	D7TJ43	VIT_08s0007g03640
Vitvi08g02274	F6HKH0	VIT_08s0007g04000
Vitvi08g02275	F6HKG6	VIT_08s0007g04050
Vitvi08g02280	F6HKF9	VIT_08s0007g04130
Vitvi08g02282	D7TIY0	VIT_08s0007g04320
Vitvi08g02283	F6HKF1	VIT_08s0007g04400
Vitvi08g02288	F6HKD9	VIT_08s0007g04580
Vitvi08g02289	F6HKD7	VIT_08s0007g04600
Vitvi08g02291	F6HKD5	VIT_08s0007g04630
Vitvi08g02292		
Vitvi08g02295	F6HKC7	VIT_08s0007g04810
Vitvi08g02296	F6HKC2	VIT_08s0007g04900
Vitvi08g02299	F6HKB8	VIT_08s0007g04970
Vitvi08g02301	D7TIQ6	VIT_08s0007g05120
Vitvi08g02304	D7TIP6	VIT_08s0007g05220
Vitvi08g02307	F6HK97	VIT_08s0007g05390
Vitvi08g02308	D7TIM5	VIT_08s0007g05440
Vitvi08g02309	F6HK96	VIT_08s0007g05450
Vitvi08g02313	F6HLQ4	VIT_08s0007g05540
Vitvi08g02314	D7TIL6	VIT_08s0007g05550
Vitvi08g02315	F6HLQ3	VIT_08s0007g05560
Vitvi08g02317	D7TIL4	VIT_08s0007g05570
Vitvi08g02318	D7TIK8	VIT_08s0007g05670
Vitvi08g02320	F6HLP9	VIT_08s0007g05650
Vitvi08g02323	F6I4K3	VIT_14s0060g02620
Vitvi08g02324	D7TIK8	VIT_08s0007g05670
Vitvi08g02326	D7TIK8	VIT_08s0007g05670
Vitvi08g02329	F6HLN6	VIT_08s0007g05830
Vitvi08g02330	D7TII3	VIT_08s0007g05960
Vitvi08g02331	D7TII2	VIT_08s0007g05970
Vitvi08g02332	F6HLM5	VIT_08s0007g05980
Vitvi08g02333	F6HLM3	VIT_08s0007g06000
Vitvi08g02334	F6HLM2	VIT_08s0007g06010
Vitvi08g02335	F6HLM1	VIT_08s0007g06020
Vitvi08g02336	F6HLM0	VIT_08s0007g06030
Vitvi08g02342	F6HLK3	VIT_08s0007g06280
Vitvi08g02345	F6HLJ4	VIT_08s0007g06450
Vitvi08g02346	A5B0L5	VIT_08s0007g06480
Vitvi08g02347	F6HLI8	VIT_08s0007g06570
Vitvi08g02349	F6HLI3	VIT_08s0007g06620
Vitvi08g02350	D7SLD2	VIT_06s0004g01230
Vitvi08g02352	F6HLH7	VIT_08s0007g06690
Vitvi08g02355	F6HLG3	VIT_08s0007g06910
Vitvi08g02357	F6HLG1	VIT_08s0007g06930
Vitvi08g02359	F6HLF9	VIT_08s0007g06950
Vitvi08g02360	D7TIA5	VIT_08s0007g06960
Vitvi08g02363	D7TIA0	VIT_08s0007g07020
Vitvi08g02366	D7TI91	VIT_08s0007g07110
Vitvi08g02367	F6HLE9	VIT_08s0007g07210
Vitvi08g02368	F6HLB9	VIT_08s0007g07330
Vitvi08g02369	F6HLB7	VIT_08s0007g07360
Vitvi08g02371	Q107W9	VIT_08s0007g07680
Vitvi08g02372	F6HL72	VIT_08s0007g07710
Vitvi08g02373	D7TI31	VIT_08s0007g07750
Vitvi08g02374	F6HL70	VIT_08s0007g07760
Vitvi08g02375	F6HL69	VIT_08s0007g07780
Vitvi08g02377	A5AWW7	VIT_08s0007g07800
Vitvi08g02378	F6HL64	VIT_08s0007g07860
Vitvi08g02381	F6HL55	VIT_08s0007g07980
Vitvi08g02382	F6HL54	VIT_08s0007g07990
Vitvi08g02383	F6HL53	VIT_08s0007g08000
Vitvi08g02386	F6HL50	VIT_08s0007g08030
Vitvi08g02387	F6HL49	VIT_08s0007g08040
Vitvi08g02389	F6HL44	VIT_08s0007g08100
Vitvi08g02390	D7THZ9	VIT_08s0007g08140
Vitvi08g02391	F6HL11	VIT_08s0007g08170
Vitvi08g02393	F6HL07	VIT_08s0007g08240
Vitvi08g02394	Q94B15	VIT_08s0007g08330
Vitvi08g02395		
Vitvi08g02397	F6HKZ6	VIT_08s0007g08420
Vitvi08g02398	F6HKZ6	VIT_08s0007g08420
Vitvi08g02401	F6HKZ0	VIT_08s0007g08520
Vitvi08g02406	F6HKW3	VIT_08s0007g08670
Vitvi08g02408	F6HKU8	VIT_08s0007g08870
Vitvi08g02410	F6HKU7	VIT_08s0007g08890
Vitvi08g02411	F6HKU6	VIT_08s0007g08900
Vitvi08g02412	F6HKU5	VIT_08s0007g08910
Vitvi08g02413	D7THS9	VIT_08s0007g08960
Vitvi08g02414	D7THS7	VIT_08s0007g08980
Vitvi08g02415	A5AZY8	VIT_08s0007g08990
Vitvi08g02419	D7TSA6	VIT_00s0252g00030
Vitvi08g04000	F6HDA6	VIT_00s1231g00010
Vitvi08g04001		
Vitvi08g04002	F6HMQ2	VIT_08s0056g00050
Vitvi08g04010		
Vitvi08g04011		
Vitvi08g04012		
Vitvi08g04013	F6HMV5	VIT_08s0056g00850
Vitvi08g04014	F6HMV7	VIT_08s0056g00870
Vitvi08g04018		
Vitvi08g04020		
Vitvi08g04024	F6HFF8	VIT_01s0011g05340
Vitvi08g04025	D7SXL7	VIT_01s0113g00550
Vitvi08g04030	F6HWY2	VIT_00s2015g00010
Vitvi08g04031	E0CRJ5	VIT_18s0001g05440
Vitvi08g04034	F6I3M0	VIT_08s0032g00310
Vitvi08g04035	D7U8K1	VIT_08s0032g00340
Vitvi08g04038	F6H4P5	VIT_19s0027g01940
Vitvi08g04040	D7SLG1	VIT_06s0004g00930
Vitvi08g04047	D7U8M1	VIT_08s0032g00590
Vitvi08g04048	D7U6V6	VIT_00s0302g00060
Vitvi08g04049	F6H496	VIT_14s0068g00380
Vitvi08g04050	D7U6V6	VIT_00s0302g00060
Vitvi08g04054	D7TUE6	VIT_03s0017g01970
Vitvi08g04055		
Vitvi08g04059		
Vitvi08g04060		
Vitvi08g04061	F6H0C9	VIT_18s0001g00500
Vitvi08g04062		
Vitvi08g04074	F6I3Q5	VIT_08s0032g01060
Vitvi08g04075	D7TLM4	VIT_13s0019g02370
Vitvi08g04078	F6H9Z0	VIT_06s0009g01750
Vitvi08g04082	F6HQW6	VIT_08s0040g02930
Vitvi08g04083	F6HQW6	VIT_08s0040g02930
Vitvi08g04086	F6H6S8	VIT_08s0105g00230
Vitvi08g04091	F6H6T9	VIT_08s0105g00470
Vitvi08g04092	F6H6S0	VIT_08s0105g00610
Vitvi08g04093	F6GY73	VIT_08s0217g00120
Vitvi08g04099	D7SQX3	VIT_08s0058g00010
Vitvi08g04100	F6GXV7	VIT_08s0058g00040
Vitvi08g04101	F6GXV5	VIT_08s0058g00090
Vitvi08g04102	F6GXV5	VIT_08s0058g00090
Vitvi08g04103	F6GXV5	VIT_08s0058g00090
Vitvi08g04104	D7SQW7	VIT_08s0058g00080
Vitvi08g04106	D7U1A8	VIT_11s0037g00150
Vitvi08g04107	F6GXV5	VIT_08s0058g00090
Vitvi08g04114		
Vitvi08g04118	F6HC85	VIT_13s0067g01640
Vitvi08g04121	D7SQU7	VIT_08s0058g00310
Vitvi08g04122		
Vitvi08g04123	F6GXT9	VIT_08s0058g00430
Vitvi08g04124		
Vitvi08g04129		
Vitvi08g04131	F6HLM8	VIT_08s0007g05930
Vitvi08g04132	D7SR26	VIT_08s0058g00910
Vitvi08g04133		
Vitvi08g04135	D7SQZ5	VIT_08s0058g01250
Vitvi08g04136		
Vitvi08g04137		
Vitvi08g04139		
Vitvi08g04140	F6HZA8	VIT_07s0005g01640
Vitvi08g04141	D7TQ82	VIT_08s0040g00020
Vitvi08g04142	A5BM41	VIT_08s0040g00040
Vitvi08g04143		
Vitvi08g04144		
Vitvi08g04146		
Vitvi08g04147		
Vitvi08g04152	D7T1F3	VIT_06s0009g01910
Vitvi08g04154		
Vitvi08g04155		
Vitvi08g04162	F6H1M1	VIT_18s0001g14580
Vitvi08g04164	D7TQT3	VIT_08s0040g01030
Vitvi08g04165	D7TQS5	VIT_08s0040g01130
Vitvi08g04166		
Vitvi08g04167		
Vitvi08g04168		
Vitvi08g04169		
Vitvi08g04170		
Vitvi08g04171	F6HR55	VIT_08s0040g01350
Vitvi08g04172		
Vitvi08g04173	D7TQP8	VIT_08s0040g01450
Vitvi08g04174		
Vitvi08g04175		
Vitvi08g04176		
Vitvi08g04177	D7TQM7	VIT_08s0040g01720
Vitvi08g04183		
Vitvi08g04184		
Vitvi08g04185		
Vitvi08g04186	F6HQZ4	VIT_08s0040g02390
Vitvi08g04187	D7TLX6	VIT_13s0019g00530
Vitvi08g04188	F6HQY7	VIT_08s0040g02510
Vitvi08g04189		
Vitvi08g04190	D7TQF4	VIT_08s0040g02600
Vitvi08g04192		
Vitvi08g04194	F6HQX7	VIT_08s0040g02720
Vitvi08g04196		
Vitvi08g04197		
Vitvi08g04198	F6GTV1	VIT_06s0004g03910
Vitvi08g04199	F6GZI3	VIT_00s2705g00010
Vitvi08g04200	D7TQC7	VIT_08s0040g02880
Vitvi08g04202		
Vitvi08g04203	D7TQB8	VIT_08s0040g03000
Vitvi08g04204		
Vitvi08g04205		
Vitvi08g04206	F6HQV8	VIT_08s0040g03050
Vitvi08g04207		
Vitvi08g04210	D7SKR3	VIT_06s0004g03580
Vitvi08g04211		
Vitvi08g04212	F6HS95	VIT_09s0096g00260
Vitvi08g04213	A5B4J3	VIT_06s0004g03890
Vitvi08g04214	F6HLE1	VIT_08s0007g00090
Vitvi08g04215		
Vitvi08g04216	F6HLD6	VIT_08s0007g00150
Vitvi08g04217	F6HLD1	VIT_08s0007g00230
Vitvi08g04218	F6HLC9	VIT_08s0007g00270
Vitvi08g04220	F6HLC3	VIT_08s0007g00410
Vitvi08g04221	F6HLC3	VIT_08s0007g00410
Vitvi08g04223		
Vitvi08g04224	F6HL94	VIT_08s0007g00560
Vitvi08g04225	F6HL94	VIT_08s0007g00560
Vitvi08g04226	D7SKC8	VIT_06s0004g05030
Vitvi08g04227		
Vitvi08g04233	F6HL88	VIT_08s0007g00680
Vitvi08g04234	F6HL88	VIT_08s0007g00680
Vitvi08g04235		
Vitvi08g04236		
Vitvi08g04239		
Vitvi08g04240		
Vitvi08g04241	F6HL42	VIT_08s0007g01030
Vitvi08g04243	F6HL39	VIT_08s0007g01090
Vitvi08g04244		
Vitvi08g04245	F6HL34	VIT_08s0007g01160
Vitvi08g04246	F6HL33	VIT_08s0007g01170
Vitvi08g04247	D7THG5	VIT_08s0007g01220
Vitvi08g04248	F6HL31	VIT_08s0007g01190
Vitvi08g04249	D7THG5	VIT_08s0007g01220
Vitvi08g04250	F6HL31	VIT_08s0007g01190
Vitvi08g04251	F6HNT0	VIT_13s0019g02460
Vitvi08g04252	F6HL20	VIT_08s0007g01350
Vitvi08g04253	D7THF5	VIT_08s0007g01360
Vitvi08g04255	A5C1J8	VIT_03s0110g00300
Vitvi08g04258		
Vitvi08g04259		
Vitvi08g04260	D7THD4	VIT_08s0007g01590
Vitvi08g04262		
Vitvi08g04263	F6HNM2	VIT_13s0019g03260
Vitvi08g04264		
Vitvi08g04266		
Vitvi08g04267		
Vitvi08g04270	D7SJS0	VIT_06s0004g07180
Vitvi08g04271	D7SJS0	VIT_06s0004g07180
Vitvi08g04272	F6HKX1	VIT_08s0007g01880
Vitvi08g04273	F6HKW9	VIT_08s0007g01900
Vitvi08g04274		
Vitvi08g04275		
Vitvi08g04277		
Vitvi08g04278		
Vitvi08g04280		
Vitvi08g04284	F6HKR1	VIT_08s0007g02470
Vitvi08g04286	F6HKR1	VIT_08s0007g02470
Vitvi08g04287	F6HKR3	VIT_08s0007g02440
Vitvi08g04290	F6HKR3	VIT_08s0007g02440
Vitvi08g04292		
Vitvi08g04295	E0CQP6	VIT_18s0001g15630
Vitvi08g04296	F6HKP6	VIT_08s0007g02700
Vitvi08g04297	F6HKP4	VIT_08s0007g02720
Vitvi08g04301		
Vitvi08g04302		
Vitvi08g04305	D7TJ97	VIT_08s0007g03020
Vitvi08g04306	D7TJ80	VIT_08s0007g03190
Vitvi08g04307	F6HKL8	VIT_08s0007g03210
Vitvi08g04309		
Vitvi08g04311		
Vitvi08g04313	F6HKK0	VIT_08s0007g03510
Vitvi08g04314	D7TJ51	VIT_08s0007g03540
Vitvi08g04316	F6HBB7	VIT_13s0064g01150
Vitvi08g04317		
Vitvi08g04318	F6HHR4	VIT_12s0057g01530
Vitvi08g04319		
Vitvi08g04321		
Vitvi08g04326		
Vitvi08g04327		
Vitvi08g04328		
Vitvi08g04329	F6HKG4	VIT_08s0007g04070
Vitvi08g04331	F6HKG0	VIT_08s0007g04120
Vitvi08g04333		
Vitvi08g04335		
Vitvi08g04336		
Vitvi08g04337		
Vitvi08g04344		
Vitvi08g04345		
Vitvi08g04346		
Vitvi08g04347	F6HK68	VIT_12s0035g00420
Vitvi08g04348	F6HKB9	VIT_08s0007g04960
Vitvi08g04349	A7PQS0	METK1
Vitvi08g04351	F6HKB4	VIT_08s0007g05050
Vitvi08g04352	D7TIR1	VIT_08s0007g05070
Vitvi08g04353	D7TYS0	VIT_07s0151g00060
Vitvi08g04355	D7T6J6	VIT_05s0020g01930
Vitvi08g04356	F6HKA5	VIT_08s0007g05250
Vitvi08g04357	F6HKA3	VIT_08s0007g05270
Vitvi08g04358		
Vitvi08g04359		
Vitvi08g04360	F6I454	VIT_18s0041g01930
Vitvi08g04361	F6I454	VIT_18s0041g01930
Vitvi08g04362	F6HYZ4	VIT_14s0128g00450
Vitvi08g04363	F6GXL6	VIT_07s0141g00360
Vitvi08g04364	D7TIL9	VIT_08s0007g05510
Vitvi08g04367	F6I4K3	VIT_14s0060g02620
Vitvi08g04368	F6I6J0	VIT_15s0046g03310
Vitvi08g04370	F6HLQ0	VIT_08s0007g05630
Vitvi08g04371		
Vitvi08g04372	F6HLP9	VIT_08s0007g05650
Vitvi08g04373	F6HLP9	VIT_08s0007g05650
Vitvi08g04374	F6HLP9	VIT_08s0007g05650
Vitvi08g04375	F6HLP9	VIT_08s0007g05650
Vitvi08g04376	F6I6J2	VIT_15s0046g03290
Vitvi08g04377	D7TIK8	VIT_08s0007g05670
Vitvi08g04379		
Vitvi08g04380		
Vitvi08g04382	F6HLN5	VIT_08s0007g05840
Vitvi08g04383	F6HLN2	VIT_08s0007g05880
Vitvi08g04384	D7TIH6	VIT_08s0007g06050
Vitvi08g04386	F6HLL7	VIT_08s0007g06080
Vitvi08g04387		
Vitvi08g04388		
Vitvi08g04389	D7TIG7	VIT_08s0007g06180
Vitvi08g04390	F6HLK9	VIT_08s0007g06220
Vitvi08g04391		
Vitvi08g04392		
Vitvi08g04393		
Vitvi08g04394	F6HLT9	VIT_10s0003g03970
Vitvi08g04395		
Vitvi08g04397	F6HLI8	VIT_08s0007g06570
Vitvi08g04398	F6HLI6	VIT_08s0007g06590
Vitvi08g04399		
Vitvi08g04400		
Vitvi08g04404		
Vitvi08g04405	D7TIB1	VIT_08s0007g06850
Vitvi08g04407	D7T9V9	VIT_01s0011g00580
Vitvi08g04409	F6I133	VIT_03s0038g01830
Vitvi08g04410	F6HLE9	VIT_08s0007g07210
Vitvi08g04412		
Vitvi08g04413		
Vitvi08g04414		
Vitvi08g04415		
Vitvi08g04416		
Vitvi08g04417	F6HL52	VIT_08s0007g08010
Vitvi08g04418	F6HL52	VIT_08s0007g08010
Vitvi08g04419	F6HL52	VIT_08s0007g08010
Vitvi08g04420	F6HL51	VIT_08s0007g08020
Vitvi08g04422	F6HL44	VIT_08s0007g08100
Vitvi08g04423	A5B053	VIT_08s0007g08150
Vitvi08g04424		
Vitvi08g04428		
Vitvi08g04429	F6HKU5	VIT_08s0007g08910
Vitvi08g04431		
Vitvi08g04432		
Vitvi09g00001	D7SXE3	VIT_14s0108g01040
Vitvi09g00002	F6HXK2	VIT_09s0002g00070
Vitvi09g00003	F6HXK3	VIT_09s0002g00080
Vitvi09g00004	D7TZI5	VIT_09s0002g00100
Vitvi09g00006	F6HXK4	VIT_09s0002g00130
Vitvi09g00007	D7TZI7	VIT_09s0002g00140
Vitvi09g00008	D7TZI8	VIT_09s0002g00150
Vitvi09g00009	D7TZI9	VIT_09s0002g00170
Vitvi09g00010	F6HXK5	VIT_09s0002g00200
Vitvi09g00011	D7TZJ2	VIT_09s0002g00210
Vitvi09g00012	F6HXK6	VIT_09s0002g00220
Vitvi09g00013	F6HXK7	VIT_09s0002g00230
Vitvi09g00014	D7TZJ5	VIT_09s0002g00280
Vitvi09g00015	D7TZJ6	VIT_09s0002g00300
Vitvi09g00017	F6HXK8	VIT_09s0002g00320
Vitvi09g00018	F6HXK9	VIT_09s0002g00330
Vitvi09g00019	F6HXL0	VIT_09s0002g00340
Vitvi09g00020	F6HXL1	VIT_09s0002g00350
Vitvi09g00021	D7TZK2	VIT_09s0002g00360
Vitvi09g00022	A5C676	VIT_09s0002g00370
Vitvi09g00023	F6HXN6	VIT_09s0002g00380
Vitvi09g00027	D7TZK5	VIT_09s0002g00390
Vitvi09g00028	F6HXN7	VIT_09s0002g00410
Vitvi09g00029	F6HXN8	VIT_09s0002g00430
Vitvi09g00030	F6HXP0	VIT_09s0002g00450
Vitvi09g00031	F6HXP1	VIT_09s0002g00470
Vitvi09g00032	F6H1R4	VIT_12s0055g00370
Vitvi09g00033	F6HXP2	VIT_09s0002g00490
Vitvi09g00034	D7TZL2	VIT_09s0002g00500
Vitvi09g00035	D7TZL3	VIT_09s0002g00510
Vitvi09g00036	D7TZL5	VIT_09s0002g00530
Vitvi09g00038	D7TZL6	VIT_09s0002g00540
Vitvi09g00039	F6HXP3	VIT_09s0002g00550
Vitvi09g00040	F6HXP4	VIT_09s0002g00570
Vitvi09g00041	D7TZL8	VIT_09s0002g00580
Vitvi09g00042	F6HXP5	VIT_09s0002g00590
Vitvi09g00043	F6HXP6	VIT_09s0002g00610
Vitvi09g00044	D7TZM1	VIT_09s0002g00620
Vitvi09g00045	F6HXP8	VIT_09s0002g00640
Vitvi09g00046	A5BUU7	VIT_09s0002g00650
Vitvi09g00047	D7TZM4	VIT_09s0002g00680
Vitvi09g00049	F6HXQ0	VIT_09s0002g00690
Vitvi09g00050	D7TZM6	VIT_09s0002g00700
