PN40024_genotype_ENSMBL_ID	UniProt	GCA_030704535.1_NCBI_ID	Chromosome	Start	End	Transcription_pattern	Athaliana_TAIR10_homolog	homology	TAIR10	Athal.common.NAme	locus_tag
Vitvi10g04084	A5BZU9	VIT_00s0187g00170	10	2180824	2188716	EEE EEE EEE	NP_192996.1 ER membrane protein complex subunit-like protein (Protein of unknown function DUF106, transmembrane) [Arabidopsis thaliana]	87.755	NP_192996.1		AT4G12590
Vitvi10g04085			10	2192340	2193446	EDE EEE DDE	a match not found in blastP with e-value<0.000001				
Vitvi10g04087	F6HRL3	VIT_00s0187g00090	10	2243730	2244164	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04088	F6HRL3	VIT_00s0187g00090	10	2250495	2251119	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04089			10	2264247	2264806	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04092	F6H8C9	VIT_00s0187g00060	10	2268067	2268733	DEE EEE UEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04093	F6HRK6	VIT_00s0187g00010	10	2314278	2316981	EEE EEE EEE	NP_001329393.1 Copper transport protein family [Arabidopsis thaliana]	60.811	NP_001329393.1		AT4G05030
Vitvi10g04094			10	2329099	2329435	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04095	A5BYS8	CBL02	10	2355919	2364540	EEE EEE EEE	NP_001320073.1 calcineurin B-like 3 [Arabidopsis thaliana]	83.951	NP_001320073.1	CBL3	AT4G26570
Vitvi10g04096			10	2373836	2379370	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04097			10	2393008	2395233	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04098	F6HJV9	VIT_00s0864g00010	10	2408463	2412332	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04099			10	2477191	2477797	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04100	D7T5G4	VIT_00s0194g00210	10	2485936	2489778	EEE EEE EEE	NP_851196.1 Outward rectifying potassium channel protein [Arabidopsis thaliana]	62.5	NP_851196.1	KCO1	AT5G55630
Vitvi10g04106			10	2546600	2546779	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04107	F6HCW7	VIT_00s0194g00310	10	2577073	2577744	EEE EEE EEE	NP_193372.6 pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana]	71.171	NP_193372.6	SVR7	AT4G16390
Vitvi10g04108	F6HCW3	VIT_00s0194g00270	10	2578042	2578872	EEE EEE EEE	NP_193372.6 pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana]	62.681	NP_193372.6	SVR7	AT4G16390
Vitvi10g04109	F6HCW4	VIT_00s0194g00280	10	2582143	2583202	EEE EEE EEE	NP_195142.1 CYCLIN D3;1 [Arabidopsis thaliana]	61.029	NP_195142.1	CYCD3;1	AT4G34160
Vitvi10g04110			10	2583295	2583474	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04113	F6GZ08	VIT_00s0259g00040	10	2608258	2609239	EEE EEE EEE	NP_195876.1 histone H2A 12 [Arabidopsis thaliana]	67.089	NP_195876.1	HTA12	AT5G02560
Vitvi10g04114	F6HCW9	VIT_00s0194g00340	10	2616290	2616508	EEU EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04115	F6GZJ0	VIT_00s2419g00010	10	2617017	2618114	EEE EEE EDE	NP_001329947.1 Heavy metal transport/detoxification superfamily protein [Arabidopsis thaliana]	60.274	NP_001329947.1		AT4G16380
Vitvi10g04117	F6I569	VIT_19s0015g00740	10	2644480	2646950	EEE EEE EEE	NP_172679.1 weak chloroplast movement under blue light protein (DUF827) [Arabidopsis thaliana]	43.321	NP_172679.1		AT1G12150
Vitvi10g04118	F6GYT4	VIT_18s0117g00190	10	2681913	2683767	EEU EEE EEE	NP_173550.1 Copia-like polyprotein/retrotransposon [Arabidopsis thaliana]	35.443	NP_173550.1		AT1G21280
Vitvi10g04120	F6I2A9	VIT_00s0508g00030	10	2691048	2693795	EEE EEE EEE	NP_564279.1 Ribosome associated membrane protein RAMP4 [Arabidopsis thaliana]	88.235	NP_564279.1		AT1G27350
Vitvi10g04121	A7Q6G6	VIT_11s0052g01140	10	2709606	2711210	EEE EEE EEE	NP_565822.1 Uncharacterized protein family (UPF0497) [Arabidopsis thaliana]	66.337	NP_565822.1		AT2G35760
Vitvi10g04122	D7TD52	VIT_12s0057g00700	10	2712652	2713998	EEE EDE EEE	NP_198423.1 Carbohydrate-binding X8 domain superfamily protein [Arabidopsis thaliana]	68.269	NP_198423.1		AT5G35740
Vitvi10g04123			10	2729631	2729843	EEU EEE EDE	a match not found in blastP with e-value<0.000001				
Vitvi10g04124	D7SSK0	VIT_00s0259g00110	10	2769977	2774505	EEE EEE EEE	NP_199887.2 Heavy metal transport/detoxification superfamily protein [Arabidopsis thaliana]	45.035	NP_199887.2		AT5G50740
Vitvi10g04126	F6H8C2	VIT_00s0956g00010	10	2875633	2878643	EEE EEE EEE	NP_199579.1 tRNA (guanine(9)-N1)-methyltransferase-like protein [Arabidopsis thaliana]	68.551	NP_199579.1	TRM10	AT5G47680
Vitvi10g04127	F6GZE1	VIT_00s0920g00020	10	2881740	2902524	EEE EEE EEE	NP_001119390.1 binding protein [Arabidopsis thaliana]	57.447	NP_001119390.1		AT5G47690
Vitvi10g04128	D7TRX0	VIT_00s0531g00020	10	2902798	2905021	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04129	F6HJV3	VIT_00s1349g00010	10	2923098	2926030	EEE EEE EEE	NP_175981.2 cellulose synthase like E1 [Arabidopsis thaliana]	55.916	NP_175981.2	CSLE1	AT1G55850
Vitvi10g04130	F6HJV3	VIT_00s1349g00010	10	2935106	2935539	EEE EEE EEE	NP_175981.2 cellulose synthase like E1 [Arabidopsis thaliana]	43.284	NP_175981.2	CSLE1	AT1G55850
Vitvi10g04131	F6HJV3	VIT_00s1349g00010	10	2935571	2936384	EEE EEE EEE	NP_175981.2 cellulose synthase like E1 [Arabidopsis thaliana]	35.176	NP_175981.2	CSLE1	AT1G55850
Vitvi10g04132	F6HJJ8	VIT_00s0414g00010	10	2936707	2937993	EDD EEE EEE	NP_175981.2 cellulose synthase like E1 [Arabidopsis thaliana]	56.287	NP_175981.2	CSLE1	AT1G55850
Vitvi10g04133	F6GZE0	VIT_00s0920g00010	10	3001371	3003929	EEE EEE EEE	NP_001331466.1 binding protein [Arabidopsis thaliana]	67.568	NP_001331466.1		AT5G47690
Vitvi10g04134	F6GZE1	VIT_00s0920g00020	10	3008470	3014854	EEE EEE EEE	NP_001331466.1 binding protein [Arabidopsis thaliana]	43.866	NP_001331466.1		AT5G47690
Vitvi10g04135			10	3031757	3032203	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04136	F6HRY0	VIT_00s0691g00010	10	3032893	3033505	EEE EEE EEE	NP_191897.1 ATPase E1-E2 type family protein / haloacid dehalogeNAse-like hydrolase family protein [Arabidopsis thaliana]	33.654	NP_191897.1		AT3G63380
Vitvi10g04137			10	3043418	3046611	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04138	A5AXD4	VIT_00s1045g00030	10	3054353	3057850	EEE EEE EEE	NP_193379.2 zinc finger CCCH domain protein [Arabidopsis thaliana]	33.735	NP_193379.2		AT4G16460
Vitvi10g04139	F6HRB3	VIT_12s0142g00050	10	3060143	3062470	EEE EEE EEE	NP_001322141.1 pumilio 7 [Arabidopsis thaliana]	35.836	NP_001322141.1	PUM7	AT1G78160
Vitvi10g04140	F6I2E4	VIT_00s0592g00010	10	3072317	3077592	EEE EEE EEE	NP_568426.1 Thymidine kiNAse [Arabidopsis thaliana]	62.271	NP_568426.1	TK1b	AT5G23070
Vitvi10g04141	F6HHL2	VIT_12s0057g00480	10	3079997	3085280	EEE EEE EEE	NP_566321.1 RNA-binding (RRM/RBD/RNP motifs) family protein [Arabidopsis thaliana]	58.8	NP_566321.1		AT3G07810
Vitvi10g04142	A5C9K9	VIT_05s0062g00840	10	3089253	3093566	EEE EEE EEE	NP_199563.1 RAB GTPase homolog A5A [Arabidopsis thaliana]	87.111	NP_199563.1	RABA5a	AT5G47520
Vitvi10g04143	A5C9T4	VIT_00s2269g00010	10	3102648	3105450	EEE EEE EEE	NP_567501.4 ARM repeat superfamily protein [Arabidopsis thaliana]	81.818	NP_567501.4		AT4G16490
Vitvi10g04146	F6I2C9	VIT_00s0454g00030	10	3171337	3175102	EEE EEE EEE	NP_565309.2 Subtilisin-like serine endopeptidase family protein [Arabidopsis thaliana]	53.642	NP_565309.2	AIR3	AT2G04160
Vitvi10g04147			10	3180496	3181465	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04148	D7TDB5	VIT_12s0057g01470	10	3202209	3205604	EEE EEE EEE	NP_193450.1 RAB GTPase homolog B1C [Arabidopsis thaliana]	96.19	NP_193450.1	RABB1C	AT4G17170
Vitvi10g04149			10	3231878	3232096	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04150	F6GZB3	VIT_00s0455g00050	10	3241292	3244000	EEE EEE EEE	NP_851124.1 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana]	34.839	NP_851124.1	RPP8	AT5G43470
Vitvi10g04151	D7T5S6	VIT_00s0475g00020	10	3250587	3253093	EEE EEE EEE	NP_001030861.1 Zinc finger (C3HC4-type RING finger) family protein [Arabidopsis thaliana]	28.959	NP_001030861.1		AT3G54780
Vitvi10g04152	D7T5S6	VIT_00s0475g00020	10	3253268	3253720	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04153	F6HD65	VIT_00s0475g00030	10	3256759	3261918	EEE EEE EEE	NP_566744.1 Homeodomain-like superfamily protein [Arabidopsis thaliana]	49.576	NP_566744.1		AT3G24120
Vitvi10g04154			10	3262014	3264766	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04155	F6HD67	VIT_00s0475g00050	10	3269676	3278611	EEE EEE EEE	NP_193448.2 alpha/beta-Hydrolases superfamily protein [Arabidopsis thaliana]	76.029	NP_193448.2		AT4G17150
Vitvi10g04156			10	3278793	3280384	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04157			10	3281020	3282435	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04158	F6GZ98	VIT_00s0347g00110	10	3283806	3287089	EEE EEE EEE	NP_001184962.1 S-locus lectin protein kiNAse family protein [Arabidopsis thaliana]	28.137	NP_001184962.1		AT1G11330
Vitvi10g04160	D7T5C7	VIT_00s0353g00020	10	3317178	3320385	EEE UEE EEE	NP_001320487.1 S-locus lectin protein kiNAse family protein [Arabidopsis thaliana]	44.847	NP_001320487.1		AT1G11330
Vitvi10g04161	E0CT00	VIT_19s0014g04500	10	3374097	3378325	EEE EEE EEE	NP_001328871.1 receptor kiNAse 3 [Arabidopsis thaliana]	31.568	NP_001328871.1	RK3	AT4G21380
Vitvi10g04163	F6H2G7	VIT_19s0014g04640	10	3382058	3390477	EEE EEE EEE	NP_001329181.1 S-locus lectin protein kiNAse family protein [Arabidopsis thaliana]	43.411	NP_001329181.1		AT4G27290
Vitvi10g04166	F6I1M1	VIT_19s0176g00050	10	3399487	3400257	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04168			10	3402278	3402436	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04169	F6HJ78	VIT_01s0150g00330	10	3402457	3402669	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04171			10	3419019	3419710	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04172	F6H572	VIT_12s0028g01070	10	3419971	3428694	EEE EEE EEE	NP_001185441.1 golgin Putative 5 [Arabidopsis thaliana]	60.294	NP_001185441.1	GC5	AT1G79830
Vitvi10g04173	F6HRS4	VIT_00s0286g00040	10	3431767	3432228	EEE EEE EEE	NP_001328871.1 receptor kiNAse 3 [Arabidopsis thaliana]	42.446	NP_001328871.1	RK3	AT4G21380
Vitvi10g04175	F6H2G7	VIT_19s0014g04640	10	3438348	3442399	EEE EEE EEE	NP_001329181.1 S-locus lectin protein kiNAse family protein [Arabidopsis thaliana]	42.72	NP_001329181.1		AT4G27290
Vitvi10g04176	F6HRT0	VIT_00s0286g00140	10	3442968	3446770	EEE EEE EEE	NP_194459.4 S-locus lectin protein kiNAse family protein [Arabidopsis thaliana]	33.129	NP_194459.4		AT4G27290
Vitvi10g04178	F6I1Y9	VIT_00s0374g00040	10	3458989	3459252	EEE EEE EEE	NP_001322219.1 G-type lectin S-receptor-like Serine/Threonine-kiNAse [Arabidopsis thaliana]	40.299	NP_001322219.1		AT1G11340
Vitvi10g04179	F6HRT0	VIT_00s0286g00140	10	3463393	3472692	EEE EUE EEE	NP_001322220.1 G-type lectin S-receptor-like Serine/Threonine-kiNAse [Arabidopsis thaliana]	45.326	NP_001322220.1		AT1G11340
Vitvi10g04181			10	3477064	3477440	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04182			10	3478026	3478205	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04183	F6HRT0	VIT_00s0286g00140	10	3478296	3483373	EEE EEE EEE	NP_001320418.1 S-locus lectin protein kiNAse family protein [Arabidopsis thaliana]	42.896	NP_001320418.1		AT1G11410
Vitvi10g04185			10	3488479	3488853	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04186	F6H7Z9	VIT_00s0456g00020	10	3489148	3489756	EEE EEE EEE	NP_001320418.1 S-locus lectin protein kiNAse family protein [Arabidopsis thaliana]	41.848	NP_001320418.1		AT1G11410
Vitvi10g04189	F6H7Z9	VIT_00s0456g00020	10	3495067	3498566	EEE EEE EEE	NP_001320418.1 S-locus lectin protein kiNAse family protein [Arabidopsis thaliana]	41.544	NP_001320418.1		AT1G11410
Vitvi10g04191	F6H801	VIT_00s0456g00040	10	3526269	3529099	EEE EEE EEE	NP_001320418.1 S-locus lectin protein kiNAse family protein [Arabidopsis thaliana]	44.935	NP_001320418.1		AT1G11410
Vitvi10g04194	D7U6J9	VIT_00s0392g00030	10	3611518	3613865	EEE EEE EEE	NP_567511.3 terpene synthase 03 [Arabidopsis thaliana]	43.182	NP_567511.3	TPS03	AT4G16740
Vitvi10g04195	E0CT36	VIT_19s0014g04960	10	3626914	3630256	EEE EEE EEE	NP_568809.2 Protein kiNAse superfamily protein [Arabidopsis thaliana]	68.627	NP_568809.2	CRLK1	AT5G54590
Vitvi10g04198			10	3666283	3667386	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04199	F6HGY7	VIT_11s0016g00170	10	3676070	3677149	EEE EEE EEE	NP_001190006.1 HOPM interactor 7 [Arabidopsis thaliana]	38.525	NP_001190006.1	ATMIN7	AT3G43300
Vitvi10g04200	F6HUC3	VIT_02s0025g03430	10	3677765	3678022	EEE EEE EEE	NP_974081.1 GMP synthase (glutamine-hydrolyzing), putative / glutamine amidotransferase [Arabidopsis thaliana]	60.0	NP_974081.1		AT1G63660
Vitvi10g04201	F6I6B8	VIT_15s0046g01020	10	3678161	3678448	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04202	D7TRV2	VIT_00s0532g00070	10	3717340	3721987	EEU UEE EEE	NP_567679.2 cysteine-rich RLK (RECEPTOR-like protein kiNAse) 10 [Arabidopsis thaliana]	49.688	NP_567679.2	CRK10	AT4G23180
Vitvi10g04203	F6I7G8	VIT_00s0398g00020	10	3729086	3729613	EEE EEE EEE	NP_849426.1 cysteine-rich RLK (RECEPTOR-like protein kiNAse) 6 [Arabidopsis thaliana]	43.452	NP_849426.1	CRK6	AT4G23140
Vitvi10g04204	F6H7Z0	VIT_00s0409g00060	10	3806376	3808566	EEE EEE EEE	NP_566697.1 Receptor-like protein kiNAse-related family protein [Arabidopsis thaliana]	35.669	NP_566697.1		AT3G22060
Vitvi10g04208	F6H7Y7	VIT_00s0409g00010	10	3848479	3863469	EEE EEE EEE	NP_192429.1 cysteine-rich RLK (RECEPTOR-like protein kiNAse) 25 [Arabidopsis thaliana]	49.627	NP_192429.1	CRK25	AT4G05200
Vitvi10g04209	F6H7Y7	VIT_00s0409g00010	10	3868830	3872172	EEE EEE EEE	NP_001329426.1 cysteine-rich RLK (RECEPTOR-like protein kiNAse) 25 [Arabidopsis thaliana]	55.02	NP_001329426.1	CRK25	AT4G05200
Vitvi10g04210	F6H843	VIT_00s0262g00120	10	3872988	3876931	EEE EEE EEE	NP_001329810.1 cysteine-rich RLK (RECEPTOR-like protein kiNAse) 29 [Arabidopsis thaliana]	36.202	NP_001329810.1	CRK29	AT4G21410
Vitvi10g04212	E0CW19	VIT_00s0262g00080	10	3893699	3894538	EED EEE EED	NP_001329810.1 cysteine-rich RLK (RECEPTOR-like protein kiNAse) 29 [Arabidopsis thaliana]	37.37	NP_001329810.1	CRK29	AT4G21410
Vitvi10g04213	E0CW16	VIT_00s0262g00010	10	3932226	3936039	EEU EEE EEU	NP_001329810.1 cysteine-rich RLK (RECEPTOR-like protein kiNAse) 29 [Arabidopsis thaliana]	36.34	NP_001329810.1	CRK29	AT4G21410
Vitvi10g04214	F6H7Y7	VIT_00s0409g00010	10	3940497	3944595	EEE EEE EEE	NP_001320020.1 cysteine-rich RLK (RECEPTOR-like protein kiNAse) 29 [Arabidopsis thaliana]	51.224	NP_001320020.1	CRK29	AT4G21410
Vitvi10g04216	F6I7A6	VIT_00s0266g00010	10	3955675	3958309	EDE EDE EEE	NP_176361.2 terpene synthase 14 [Arabidopsis thaliana]	48.462	NP_176361.2	TPS14	AT1G61680
Vitvi10g04217	D7TRU5	VIT_00s0385g00020	10	3980927	3984468	EEE EEE EEE	NP_176361.2 terpene synthase 14 [Arabidopsis thaliana]	42.276	NP_176361.2	TPS14	AT1G61680
Vitvi10g04218	F6HRT0	VIT_00s0286g00140	10	3992337	3996045	EEE EEE EEE	NP_001154440.1 ATP binding / protein kiNAse [Arabidopsis thaliana]	40.299	NP_001154440.1		AT1G61475
Vitvi10g04220	F6I7G1	VIT_00s0271g00060	10	4049666	4052235	EEE EEE EEE	NP_176361.2 terpene synthase 14 [Arabidopsis thaliana]	42.935	NP_176361.2	TPS14	AT1G61680
Vitvi10g04221	F6I7F9	VIT_00s0271g00040	10	4052263	4052877	EEE EEE EEE	NP_175985.1 Tetratricopeptide repeat (TPR)-like superfamily protein [Arabidopsis thaliana]	45.771	NP_175985.1		AT1G55890
Vitvi10g04222	F6I7G0	VIT_00s0271g00050	10	4059278	4059961	EEE EEE EEE	NP_187922.1 Tetratricopeptide repeat (TPR)-like superfamily protein [Arabidopsis thaliana]	46.825	NP_187922.1		AT3G13150
Vitvi10g04223	F6I7G1	VIT_00s0271g00060	10	4065058	4066081	EEE EDE EEE	NP_176361.2 terpene synthase 14 [Arabidopsis thaliana]	35.766	NP_176361.2	TPS14	AT1G61680
Vitvi10g04224	F6I7F8	VIT_00s0271g00030	10	4066235	4066390	EEE EEE EEE	NP_001185286.1 terpene synthase 14 [Arabidopsis thaliana]	64.0	NP_001185286.1	TPS14	AT1G61680
Vitvi10g04225	F6GZI3	VIT_00s2705g00010	10	4083933	4085012	EEE EEE EEE	NP_172611.1 hypothetical protein AT1G11440 [Arabidopsis thaliana]	50.98	NP_172611.1		AT1G11440
Vitvi10g04226	F6HDF0	VIT_00s0374g00050	10	4127245	4128579	EEE EEE EEE	NP_193866.1 plant U-box 8 [Arabidopsis thaliana]	64.499	NP_193866.1	PUB8	AT4G21350
Vitvi10g04227	F6I1Y8	VIT_00s0374g00030	10	4162887	4183326	EEE DEE EEE	NP_001320418.1 S-locus lectin protein kiNAse family protein [Arabidopsis thaliana]	41.527	NP_001320418.1		AT1G11410
Vitvi10g04228			10	4196327	4196692	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04229	F6I7L1	VIT_00s0762g00010	10	4202394	4205039	EEE EEE EEE	NP_172597.3 G-type lectin S-receptor-like Serine/Threonine-kiNAse [Arabidopsis thaliana]	52.475	NP_172597.3		AT1G11300
Vitvi10g04230	F6GZ97	VIT_00s0347g00080	10	4205626	4209705	EEE EEE EEE	NP_001320487.1 S-locus lectin protein kiNAse family protein [Arabidopsis thaliana]	39.583	NP_001320487.1		AT1G11330
Vitvi10g04231	F6GZ95	VIT_00s0347g00060	10	4209758	4211199	EEE EEE EEE	NP_001320487.1 S-locus lectin protein kiNAse family protein [Arabidopsis thaliana]	28.657	NP_001320487.1		AT1G11330
Vitvi10g04232	D7T5C7	VIT_00s0353g00020	10	4222488	4232374	EEE EEE EEE	NP_172600.1 S-locus lectin protein kiNAse family protein [Arabidopsis thaliana]	53.134	NP_172600.1		AT1G11330
Vitvi10g04236	F6I7L3	VIT_00s0762g00030	10	4236870	4237418	EEE EEE EED	NP_172602.1 S-domain-1 13 [Arabidopsis thaliana]	46.154	NP_172602.1	SD1-13	AT1G11350
Vitvi10g04237	F6GZ98	VIT_00s0347g00110	10	4239216	4239452	EEE EEE EEE	NP_001320487.1 S-locus lectin protein kiNAse family protein [Arabidopsis thaliana]	46.914	NP_001320487.1		AT1G11330
Vitvi10g04238	D7UDR1	VIT_00s0203g00220	10	4239504	4239899	EEE EEE EEE	NP_001321939.1 G-type lectin S-receptor-like Serine/Threonine-kiNAse [Arabidopsis thaliana]	44.361	NP_001321939.1		AT1G11300
Vitvi10g04239	F6GZ98	VIT_00s0347g00110	10	4271829	4272140	EEE EEE EEE	NP_001322478.1 S-locus lectin protein kiNAse family protein [Arabidopsis thaliana]	44.928	NP_001322478.1		AT1G61500
Vitvi10g04240	F6GZ96	VIT_00s0347g00070	10	4272171	4274106	EEE EEE EEE	NP_001320487.1 S-locus lectin protein kiNAse family protein [Arabidopsis thaliana]	39.713	NP_001320487.1		AT1G11330
Vitvi10g04242	A5ARZ8	VIT_00s0347g00040	10	4297255	4298133	EEE EDE EDE	NP_200260.1 pinoid-binding protein 1 [Arabidopsis thaliana]	62.264	NP_200260.1	PBP1	AT5G54490
Vitvi10g04243	D7UDQ8	VIT_00s0203g00180	10	4335301	4340167	EEE EEE EEE	NP_563889.1 PLAC8 family protein [Arabidopsis thaliana]	62.791	NP_563889.1		AT1G11380
Vitvi10g04244	F6I741	VIT_00s0203g00130	10	4387536	4388153	EEE EEE EEE	NP_187562.1 Ribonuclease H-like superfamily protein [Arabidopsis thaliana]	28.261	NP_187562.1		AT3G09510
Vitvi10g04245	D7UDP4	VIT_00s0203g00040	10	4487697	4490783	EEE EEE EEE	NP_001190786.1 PapD-like superfamily protein [Arabidopsis thaliana]	83.422	NP_001190786.1		AT4G21450
Vitvi10g04256			10	4526723	4527313	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04257	D7TD10	VIT_12s0057g00250	10	4576197	4584913	EEE EEE EEE	NP_567283.1 NAD(P)H dehydrogeNAse B2 [Arabidopsis thaliana]	76.692	NP_567283.1	NDB2	AT4G05020
Vitvi10g04258	D7TD10	VIT_12s0057g00250	10	4588897	4599795	EEE EEE EED	NP_567283.1 NAD(P)H dehydrogeNAse B2 [Arabidopsis thaliana]	76.396	NP_567283.1	NDB2	AT4G05020
Vitvi10g04259	F6H7U3	VIT_00s0181g00260	10	4766352	4786182	EEE EEE EEE	NP_001329752.1 HSI2-like 1 [Arabidopsis thaliana]	47.068	NP_001329752.1	HSL1	AT4G32010
Vitvi10g04260			10	4813662	4813811	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04261			10	4816551	4817847	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04262	D7SKW9	VIT_06s0004g03020	10	4843272	4864195	EEE EEE EEE	NP_850121.1 beta-galactosidase 8 [Arabidopsis thaliana]	59.59	NP_850121.1	BGAL8	AT2G28470
Vitvi10g04264	D7SSG8	VIT_00s0301g00120	10	4888451	4894745	EEE EEE EEE	NP_200248.1 Late embryogenesis abundant (LEA) protein-like protein [Arabidopsis thaliana]	49.169	NP_200248.1		AT5G54370
Vitvi10g04265			10	4910005	4915218	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04267	F6GYY1	VIT_00s0301g00070	10	4923491	4923972	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04270			10	4951882	4952094	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04271	F6HK26	VIT_12s0035g01350	10	4963149	4974935	EEE EEE EEE	NP_172583.2 lysine ketoglutarate reductase trans-splicing-like protein (DUF707) [Arabidopsis thaliana]	64.232	NP_172583.2		AT1G11170
Vitvi10g04272	A5AP96	VIT_13s0156g00340	10	4978694	4982269	EEE EEE EEE	NP_974063.1 bromodomain 4 [Arabidopsis thaliana]	46.201	NP_974063.1	BRD4	AT1G61215
Vitvi10g04273	F6I2F4	VIT_00s0776g00020	10	4985882	5008075	EEE EEE EEE	NP_176316.4 Transducin/WD40 repeat-like superfamily protein [Arabidopsis thaliana]	63.246	NP_176316.4	DWA3	AT1G61210
Vitvi10g04274	F6I2C3	VIT_00s0445g00020	10	5026238	5033703	EEE EEE EEE	NP_179682.1 lipoic acid synthase 1 [Arabidopsis thaliana]	80.475	NP_179682.1	LIP1	AT2G20860
Vitvi10g04275			10	5034158	5034533	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04276			10	5048261	5048542	EEU EEE DDE	a match not found in blastP with e-value<0.000001				
Vitvi10g04277	F6GZ85	VIT_10s0116g00670	10	5049815	5063930	EEE EEE EEE	NP_176310.3 LisH and RanBPM domains containing protein [Arabidopsis thaliana]	83.884	NP_176310.3		AT1G61150
Vitvi10g04278	F6GZF1	VIT_00s1306g00010	10	5117308	5120175	EEE EEE EEE	NP_001185276.1 disease resistance protein (TIR class) [Arabidopsis thaliana]	38.565	NP_001185276.1		AT1G61100
Vitvi10g04279			10	5160158	5161899	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi10g04280	F6I7J2	VIT_00s0450g00010	10	5183968	5185486	EEE EEE EEE	NP_564772.1 terpene synthase 04 [Arabidopsis thaliana]	44.828	NP_564772.1	TPS04	AT1G61120
